loss,accuracy,val_loss,val_accuracy
1.687002420425415,0.32296493649482727,1.517506718635559,0.4033156931400299
1.4637070894241333,0.432407945394516,1.452287197113037,0.43828365206718445
1.360494613647461,0.4789787232875824,1.2775629758834839,0.5158818364143372
1.2884612083435059,0.5100491046905518,1.2242603302001953,0.5342713594436646
1.2368818521499634,0.526559591293335,1.2043472528457642,0.5456951856613159
1.195774793624878,0.5435577630996704,1.192925214767456,0.546252429485321
1.160926342010498,0.559998631477356,1.1761921644210815,0.5582334995269775
1.130058765411377,0.5726775527000427,1.1353306770324707,0.5734187960624695
1.0993387699127197,0.5800619721412659,1.1336376667022705,0.5650599002838135
1.0747956037521362,0.5943780541419983,1.1218453645706177,0.5782948136329651
1.047969102859497,0.609599769115448,1.1118981838226318,0.5834494233131409
1.0241378545761108,0.6143717765808105,1.0992276668548584,0.5897185802459717
0.9949867129325867,0.6267372369766235,1.102898120880127,0.585121214389801
0.9762073159217834,0.6333553791046143,1.0924711227416992,0.5945945978164673
0.9561940431594849,0.6446410417556763,1.0835460424423218,0.5976595282554626
0.9355254173278809,0.6478456258773804,1.0978028774261475,0.5890220403671265
0.9055821299552917,0.6595492959022522,1.0999298095703125,0.591251015663147
0.8962166905403137,0.667386531829834,1.0822499990463257,0.6001671552658081
0.8749500513076782,0.6739001870155334,1.0990418195724487,0.5971022844314575
0.8498798608779907,0.6803789734840393,1.0901191234588623,0.6047645807266235
0.8376446962356567,0.6878330707550049,1.094998836517334,0.5975201725959778
0.8186017870903015,0.6954613327980042,1.0949695110321045,0.6023961901664734
0.8018515110015869,0.703925609588623,1.1032263040542603,0.5965449810028076
0.786982536315918,0.7053885459899902,1.1169788837432861,0.5969629287719727
0.7709727883338928,0.7141314744949341,1.1022909879684448,0.5973808765411377
0.7597833275794983,0.7209585905075073,1.1106488704681396,0.5972415804862976
0.7465827465057373,0.7212372422218323,1.1143251657485962,0.6033714413642883
0.73468017578125,0.7284126877784729,1.1385782957077026,0.600306510925293
0.7206132411956787,0.7329409122467041,1.1155778169631958,0.6001671552658081
0.7197850346565247,0.7328363656997681,1.1524131298065186,0.5951518416404724
